source_product_id,sku,name,category,price_aed,stock,description,image_url,supplier,active,b2b_available,match_confidence,matched_intermex_title,matched_intermex_url,review_notes
,CMX-BLACK-SAUCE-SALSA-PICANTE-NEGRA-120ML-YUCATECO,"Black Sauce (Salsa Picante Negra) 120ml, Yucateco",,18.10,50,"Grilled Meats: Enhancing the char on steaks, burgers, and brisket. Hearty Dishes: Adding depth to stews, chili, or roasted vegetables. Seafood: A favorite for tuna tostadas or shrimp tacos. Breakfast: Drizzled over eggs for a savory, smoky kick.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-05-09125447.png?v=1778316927,Intermex UAE,false,false,exact,"Black Sauce (Salsa Picante Negra) 120ml, Yucateco",https://intermexuae.com/products/salsa-picante-negra-120ml-yucateco,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-MARUCHAN-INSTANT-NOODLES,Maruchan (Instant Noodles),,14.30,50,Delicious Instant Noodles with Shrimp and Chili Piquin. Your Lunch in minutes.,https://cdn.shopify.com/s/files/1/0642/6725/5904/files/MaruchanShrimpwithPiquinChile.jpg?v=1777981596,Intermex UAE,false,false,exact,Maruchan (Instant Noodles),https://intermexuae.com/products/maruchan,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-HUNGRY-GURU-OF-12,Hungry Guru pack of 12,,64.80,50,Made with corn and salt only Naturally gluten-free Vegan and low in fat Non-GMO 5 crackers or fewer than 120 calories pack of 12 packets,https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-04-09141948.png?v=1775730044,Intermex UAE,false,false,exact,Hungry Guru pack of 12,https://intermexuae.com/products/hungry-guru-pack-of-12,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-HOMESTYLE-LA-COSTEN-475GM,Homestyle La Costen 475gm,,22.00,50,"A classic, fire-roasted flavor straight from the Mexican kitchen. La Costeña Salsa Casera Mexicana (Tatemada) is made with roasted tomatoes, onions, and chilies to give you that authentic, homemade taste. A must-have for tacos, eggs, or grilled meats. 🌶️ Brand: La Costeña 🌶️ Roasted tomato-based Mexican-style salsa 🌶️ Medium heat with a smoky, homemade flavor 🌶️ Ideal for topping tacos, eggs, grilled chicken or steak",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-03-10132613.png?v=1773134790,Intermex UAE,false,false,exact,Homestyle La Costen 475gm,https://intermexuae.com/products/homestyle-la-costen-475gm,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-WHOLE-GREEN-TOMATILLO-2-8KG-SAN-MARCO,Whole Green Tomatillo 2.8kg San Marco,,39.00,50,"Whole green tomatillos with a fresh, tangy flavour, perfect for making traditional salsa verde, sauces, and Mexican dishes. Ready to use and preserved for consistent quality and authentic taste.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-04-09131949.png?v=1775726533,Intermex UAE,false,false,exact,Whole Green Tomatillo 2.8kg San Marco,https://intermexuae.com/products/whole-green-tomatillo-2-8kg-san-marco,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-HUNGRY-GURU-OF-6-35G,Hungry Guru Pack of 6 (35G),,33.60,50,Made with corn and salt only Naturally gluten-free Vegan and low in fat Non-GMO 5 crackers or fewer than 120 calories,https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-04-09142253.png?v=1775730189,Intermex UAE,false,false,exact,Hungry Guru Pack of 6 (35G),https://intermexuae.com/products/hungary-guru-pack-of-6-35g,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-HUNGRY-GURU-OF-3-35G,Hungry Guru Pack of 3 (35g),,17.40,50,Made with corn and salt only Naturally gluten-free Vegan and low in fat Non-GMO 5 crackers or fewer than 120 calories,https://cdn.shopify.com/s/files/1/0642/6725/5904/files/WhatsAppImage2026-03-31at2.11.46PM_2.jpg?v=1774960375,Intermex UAE,false,false,exact,Hungry Guru Pack of 3 (35g),https://intermexuae.com/products/hungary-guru-pack-of-3-35gm,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-HUNGRY-GURU-35G,Hungry Guru 35g,,5.80,50,Made with corn and salt only Naturally gluten-free Vegan and low in fat Non-GMO 5 crackers or fewer than 120 calories,https://cdn.shopify.com/s/files/1/0642/6725/5904/files/WhatsAppImage2026-03-30at3.38.11PM.jpg?v=1774871249,Intermex UAE,false,false,exact,Hungry Guru 35g,https://intermexuae.com/products/hungary-guru-35g,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-NIXTAMALIZED-OMALLI-CORN-FLOUR-1KG,Nixtamalized Omalli corn flour 1kg,,30.00,50,"Omalli delivers premium nixtamalized corn flour made from select maize, fortified with essential nutrients to support both health and tradition. 🌽 1 kg packaging – ideal for restaurants, taquerías, and large-scale use 🌽 Fortified with folic acid, iron, zinc, and B vitamins (B1, B2, B3) 🌽 Perfect for preparing authentic tortillas, tamales, and masa-based dishes 🌽 Made from nixtamalized maize for richer flavor and better texture 🌽 Naturally gluten-free",,Intermex UAE,false,false,exact,Nixtamalized Omalli corn flour 1kg,https://intermexuae.com/products/nixtamalized-omalli-corn-flour-1kg,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-APRICOT-IN-SYRUP-820G,Apricot in syrup 820g,,25.00,50,"La Costeña Whole Apricot in Syrup (800g) deliver a sweet, tropical flavor ideal for desserts and baking.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-03-10131715.png?v=1773134333,Intermex UAE,false,false,exact,Apricot in syrup 820g,https://intermexuae.com/products/apricot-in-syrup-820g,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-WHOLE-BLACK-BEANS-560G-COSTENA,Whole Black Beans 560g Costena,,14.50,50,"A staple in Mexican kitchens, La Sierra brings you perfectly cooked whole black beans (frijoles negros enteros) ready to heat and enjoy. Whether as a side, in soups, or part of your favorite burrito, these beans are rich in flavor and nutrition. 🫘 Traditional whole black beans 🍽️ Ideal for tacos, soups, rice dishes &amp; more 🥄 Ready-to-eat – no soaking or cooking required 📦 560g can – great for families or food service 🇲🇽 Product of Mexico",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-03-10131531.png?v=1773134145,Intermex UAE,false,false,exact,Whole Black Beans 560g Costena,https://intermexuae.com/products/whole-black-beans-560g-costena,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-NACHOS-JALAPENO-2-8KG-COSTENA,Nachos jalapeno 2.8kg Costena,,40.00,50,"Add some heat to your plate with La Costeña’s signature nacho-sliced jalapeños. Crunchy, tangy, and fiery enough to kick your tacos, burgers, and quesadillas up a notch. 🌶️ Crisp jalapeño slices pickled to perfection 🌶️ Ready to serve, perfect for nachos, tacos &amp; more 🌶️ Balanced heat with bold Mexican flavor 🌶️ 440g jar, pantry must-have for spice lovers",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-03-10130853.png?v=1773133850,Intermex UAE,false,false,exact,Nachos jalapeno 2.8kg Costena,https://intermexuae.com/products/nachos-jalapeno-2-8kg-costena,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-RICE-MORELO-1KG-VALLE-VERDE,Rice Morelo 1kg valle verde,,19.00,50,"Enriched Long Grain Mexican Rice, Dry Arroz Pantry Staple for Sides and Meals, Non Perishable Food",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-03-10130306.png?v=1773133503,Intermex UAE,false,false,exact,Rice Morelo 1kg valle verde,https://intermexuae.com/products/rice-morelo-1kg-valle-verde,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-TAJIN-CLASSICO-SEASONING-400GM,Tajin Classico Seasoning 400gm,,33.50,50,"FLAVORFUL INGREDIENTS: Tajin Clasico Seasoning is made from a unique blend of 100% natural chili peppers, lime, and sea salt that brings out the flavo Packed with a host of goodness Formulated with care This product comes in a safe and proper packaging",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-03-10125441.png?v=1773133023,Intermex UAE,false,false,exact,Tajin Classico Seasoning 400gm,https://intermexuae.com/products/tajin-classico-seasoning-400gm,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-BLACK-BEANS-DRY-900G-LA-SIERRA,"Black Beans Dry 900g, La sierra",,19.50,50,"La Sierra Dried Black Beans 900g are high-quality dried black beans, a staple ingredient in many traditional dishes. Known for their rich flavour and firm texture, black beans are versatile and suitable for a wide range of recipes, from everyday meals to slow-cooked dishes. Once cooked, they become creamy on the inside while holding their shape well.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-03-10124913.png?v=1773132616,Intermex UAE,false,false,exact,"Black Beans Dry 900g, La sierra",https://intermexuae.com/products/black-beans-dry-900g-la-sierra,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-MAIZ-BLANCO-LA-COSTENA-3KG,Maiz Blanco La Costena 3kg,,40.00,50,🌽 Made from 100% nixtamalized white corn 🍲 Perfect for pozole and hearty Mexican soups ✅ No soaking or boiling needed – just heat and serve 🧂 Packed in brine to preserve taste and freshness 🇲🇽 Authentic flavor straight from Mexico to your plate,https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-03-10124344.png?v=1773132321,Intermex UAE,false,false,exact,Maiz Blanco La Costena 3kg,https://intermexuae.com/products/maiz-blanco-la-costena-3kg,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-BLUE-CORN-MASA-FLOUR-MASECA,"Blue Corn Masa Flour, Maseca",,23.50,50,"🌽 Made from 100% non-GMO blue corn 🌽 Naturally gluten-free &amp; vegan 🌽 Rich, nutty taste and striking color 🌽 Ideal for tortillas, tamales, sopes &amp; more 🌽 1kg bag – resealable and pantry-friendly",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-03-10121604.png?v=1773130603,Intermex UAE,false,false,exact,"Blue Corn Masa Flour, Maseca",https://intermexuae.com/products/blue-corn-masa-flour-maseca,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-SNACK-WHEEL-CHICHARON-50GM,Snack wheel chicharon 50gm,,10.00,50,"Snack Wheel Chicharon 50 g Crispy, light, and full of flavor — our Snack Wheel Chicharon is the perfect anytime treat. Made from a special wheat flour blend and fried to golden perfection, these crunchy pinwheel-shaped bites deliver a satisfying texture with every munch. Seasoned with a tasty mix of spices, they’re delicious on their own or paired with your favorite dips and sauces.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/WhatsAppImage2025-09-27at4.08.51PM.jpg?v=1758974960,Intermex UAE,false,false,exact,Snack wheel chicharon 50gm,https://intermexuae.com/products/snack-wheel-chicharon-50gm,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-MINI-GANSITO-MARINELA,Mini Gansito (Marinela),,32.00,50,"A delicious bite-sized version of the classic Gansito snack cake. Soft sponge cake filled with rich strawberry jelly and creamy vanilla, covered in smooth chocolate and topped with a sprinkle of chocolate chips. Perfect for sharing, snacking on the go, or enjoying with coffee or milk.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/gansito.jpg?v=1767349918,Intermex UAE,false,false,exact,Mini Gansito (Marinela),https://intermexuae.com/products/mini-gansito-marinela,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-BANDANAS,Bandanas,,6.00,50,"A timeless accessory with a cultural twist. This single paisley-print bandana is perfect for adding flair to your outfit, whether worn as a headwrap, neck scarf, wrist tie, or bag accent. Lightweight, colorful, and versatile, it's a go-to staple for festivals, everyday style, or traditional celebrations.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/1_c8c868f0-8b6e-4431-8fad-b5a5e3d3de83.png?v=1750941652,My Store,false,false,exact,Bandanas,https://intermexuae.com/products/bandanas-1,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-CANCUN-BANDANA-CAP,Cancun Bandana Cap,,27.00,50,"Turn heads with this edgy Cancun bandana-style cap featuring a bold skull-and-crossbones print and the playful phrase “Just Another Day in Paradise.” Available in fiery red or classic black, this lightweight cap is perfect for beach days, parties, or just channeling vacation vibes wherever you are. A must-have souvenir with attitude straight from Mexico!",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/1_68f2981a-b910-499a-9237-466add7838db.png?v=1750943669,My Store,false,false,exact,Cancun Bandana Cap,https://intermexuae.com/products/cancun-bandana-cap,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-VIVA-BANDANA,Viva Mexico Bandana,,6.00,50,"Celebrate Mexican pride in bold style with this vibrant ""Viva México"" bandana. Featuring a festive sombrero design, rich green borders with ornate detailing, and a bright yellow center, it’s perfect for national holidays, themed parties, or everyday flair. Wear it, wave it, or decorate with it, this bandana brings the fiesta wherever it goes!",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/1_7a1083b1-f44d-4f59-a2b5-8e727ac8973c.png?v=1750943371,My Store,false,false,exact,Viva Mexico Bandana,https://intermexuae.com/products/viva-mexico-bandana,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-MINI-ZARAPE-COASTER,Mini Mexican Zarape Coaster,,5.00,50,"Add a pop of culture to your home or workspace with this handcrafted mini textile mat, featuring a classic Mexican-inspired pattern in vibrant green, earthy clay, and black. Whether used as a coaster, decorative tray liner, or mini placemat, it brings warmth, texture, and personality to any surface. Finished with fringed edges for a rustic touch.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/1_3691360a-1f40-41bb-8126-4dc2cd763e0a.png?v=1750942906,My Store,false,false,exact,Mini Mexican Zarape Coaster,https://intermexuae.com/products/mini-mexican-textile-mat,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-MEXICANO-FLORAL-TABLE-RUNNER,Mexicano Floral Table Runner,,95.00,50,"Wrap yourself in the colors of Mexico. This beautifully embroidered Table Runner bursts with vibrant florals inspired by traditional Mexican craftsmanship. Handmade with intricate detailing and bold, festive colors, it’s a perfect decoration. Hand-embroidered design Colorful floral motifs Lightweight and soft with fringe edges Each piece is unique",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/1_a1b16c77-de60-4fa4-9dd1-3eee202ea060.png?v=1750941902,My Store,false,false,exact,Mexicano Floral Table Runner,https://intermexuae.com/products/mexicano-floral-shawl,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-HEAT-RESISTANT-MAT,Heat-resistant mat,,10.00,50,"Add a rustic touch to your table with this heat-resistant mat. Crafted from natural palm fibers, this heat resistant mat combine traditional Mexican weaving techniques with practical everyday use. Lightweight, durable and beautifully detailed, perfect for protecting your surfaces while adding a warm, artisan vibe to your home or party setup.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/1_eabf25cf-a799-4dc8-8173-4ec3d3d16274.png?v=1750940544,My Store,false,false,exact,Heat-resistant mat,https://intermexuae.com/products/handwoven-palm-coasters,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,2,Classic Mexican Straw Sombrero,,157.00,50,"Celebrate Mexican heritage with this authentic straw sombrero, featuring the iconic red, white, and green colors of the Mexican flag. Handwoven from natural palm fibers, makes it lightweight and breathable. Perfect for fiestas, Día de Muertos festivals or just adding a fun cultural touch to your decor. A true symbol of Mexican tradition!",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/1_cb866611-9879-44d4-9e35-64c7b0eb6d95.png?v=1750940285,My Store,false,false,exact,Classic Mexican Straw Sombrero,https://intermexuae.com/products/classic-mexican-straw-sombrero,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-PINATA2GO-PARTY-KIT,Pinata2Go Party Kit,,120.00,50,"Bring the party to life with this ready-to-go piñata kit! Packed with vibrant colors and traditional charm, this classic star-shaped piñata is perfect for birthdays, fiestas, and family gatherings. Easy to assemble and filled with fun, it is a must-have for kids and also adults. Just hang it up, grab a stick, and let the fun begin!",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/1_e2004aa7-60c1-4204-83aa-e4457a2c754f.png?v=1750939801,My Store,false,false,exact,Pinata2Go Party Kit,https://intermexuae.com/products/pinata2go-party-kit,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-ALUMINUM-TORTILLA-PRESS,Aluminum Tortilla Press,,99.00,50,"Traditional Mexican Tortilla Maker Make fresh, homemade tortillas the authentic way! This sturdy aluminum tortilla press, helps you shape perfectly round corn tortillas with ease. Whether you are prepping tacos, tostadas, or sopes, this kitchen essential is a quick and efficient tool that brings a touch of tradition to every meal. Just press, peel, and cook!",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/1_3f40e543-1a5f-4f86-91bb-a1bb7bc5f093.png?v=1750939327,My Store,false,false,exact,Aluminum Tortilla Press,https://intermexuae.com/products/aluminum-tortilla-press,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-MOLCAJETE-TRADITIONAL-MORTAR-AND-PESTLE,"Molcajete, Traditional Mexican Mortar & Pestle",,120.00,50,"Crafted from volcanic stone, this authentic molcajete is a timeless kitchen tool used in Mexican cooking for centuries. Ideal for grinding spices, making salsas, guacamole, and other traditional dishes, it brings out deep, rich flavors that you just can’t get with a blender. Hand-carved with three sturdy legs and a rough texture perfect for crushing ingredients, this molcajete is both functional and a beautiful cultural piece for your kitchen.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/1_b23f4783-b2aa-4a37-b72b-31f341216873.png?v=1750938781,My Store,false,false,exact,"Molcajete, Traditional Mexican Mortar & Pestle",https://intermexuae.com/products/molcajete-traditional-mexican-mortar-pestle,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-TRADITIONAL-CHARRO-SOMBRERO,Traditional Mexican Charro Sombrero,,150.00,50,"Make a bold statement with this authentic Mexican Charro Sombrero. Handcrafted with luxurious green velvet and intricate silver embroidery, this iconic hat celebrates the rich culture and artistry of Mexico. Perfect for festive occasions, cultural displays, or as a standout decorative piece, it blends tradition with striking style. Made in Mexico Embroidered silver detailing with metallic accents Structured wide brim with classic upturned edges Ideal for celebrations, costumes, or decor",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/1_34ad63b2-9df7-4dfc-9227-1a78f13f4104.png?v=1750936614,My Store,false,false,exact,Traditional Mexican Charro Sombrero,https://intermexuae.com/products/traditional-mexican-charro-sombrero,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-HANDWOVEN-PALM-BASKET-WITH-LID,Handwoven Mexican Palm Basket with Lid,,80.00,50,"Bring a touch of Mexican tradition into your home with this beautifully handwoven palm basket. Crafted by skilled artisans, it features vibrant, colorful detailing and a secure lid adorned with handmade flowers, perfect for holding small items, gifting, or simply as a decorative piece. Each basket is unique, showcasing the charm and character of authentic Mexican craftsmanship. Handmade in Mexico Ideal for gifts, jewelry, keys, or home decor",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/1_8f2de186-f3e2-4055-a4ed-1f3e9c5ed632.png?v=1750936395,My Store,false,false,exact,Handwoven Mexican Palm Basket with Lid,https://intermexuae.com/products/handwoven-mexican-palm-basket-with-lid,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-WHOLE-PASILLA-CHILI-EL-FRESNO-2,"Whole Pasilla Chili, El Fresno",,16.00,50,"Bring authentic flavor to your kitchen with El Fresno Whole Dried Pasilla Chilies . Known for their dark color and rich, mildly spicy profile, these chilies are perfect for creating depth in traditional Mexican dishes like moles, sauces, and soups. 🌶️ Brand: El Fresno 🌶️ 100% whole dried pasilla chiles 🌶️ Mild heat with a deep, raisin-like sweetness 🌶️ Ideal for moles, enchilada sauces, and slow-cooked recipes 🌶️ 100 g pack, great for home cooks exploring Mexican cuisine",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/ChiliPasilla1.png?v=1750235329,My Store,false,false,exact,"Whole Pasilla Chili, El Fresno",https://intermexuae.com/products/el-fresno-whole-pasilla-chili-1,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
2429be40-4c5f-4a8b-beb3-b1722773e486,CMX-BLUE-CORN-TORTILLA-CHIPS-300G,Blue Corn Tortilla Chips 300g,snacks,,50,"Stone-ground blue corn totopos. Buy Blue Corn Tortilla Chips 300g in the UAE. A Mexican snacks and sweets option to enjoy as a snack, share at gatherings or add to a Mexican pantry. Serve it as an everyday snack, share it with friends or include it in a selection of Mexican treats. Available from Corner Mex for delivery in Dubai, Abu Dhabi and across the UAE.",,Intermex UAE,false,false,low,Tortilla chips,https://intermexuae.com/products/intermex-classic-tortilla-chips,Low confidence match from original CornerMex CSV; not included in 190-row Intermex master unless founder confirms.
