source_product_id,sku,name,category,price_aed,stock,description,image_url,supplier,active,b2b_available,match_confidence,matched_intermex_title,matched_intermex_url,review_notes
,CMX-PEPE-CRUNCH-PEANUTS-CHILLI-FLAVOUR-500G,Pepe Crunch Peanuts Chilli Flavour 500g,,35.00,50,"Toasted peanuts coated with a thick crunchy layer of roasted wheat flour Chilli flavoured for a savoury, bold taste Authentic Mexican snack tradition 500g pack of satisfying crunch Perfect for snacking anytime, anywhere",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-05-09142035.png?v=1778322166,Intermex UAE,false,false,exact,Pepe Crunch Peanuts Chilli Flavour 500g,https://intermexuae.com/products/pepe-crucnh-peanuts-chilli-flavour-500g,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-CHOLULA-HOT-SAUCE-60ML,Cholula Original Hot Sauce 60ml,,11.90,50,"Core Flavor : A balanced blend of Arbol and Piquin peppers combined with signature spices and vinegar, offering a medium heat level that enhances food without overpowering it. Dietary Information : This sauce is vegan-friendly , gluten-free , and vegetarian . Iconic Design : Easily recognized by its round wooden cap , which reflects traditional Mexican craftsmanship.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-05-09145145.png?v=1778323923,Intermex UAE,false,false,exact,Cholula Original Hot Sauce 60ml,https://intermexuae.com/products/cholula-original-hot-sauce-60ml,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-CHOLULA-CHIPOTLE-HOT-SAUCE-150ML,Cholula Original Chipotle Hot Sauce 150ml,,20.90,50,"Flavor Profile: It offers deep barbecue-like notes and a rich, mesquite-like flavor. Heat Level: mild to medium. Dietary Info: vegan-friendly, gluten-free, and kosher. Recommended Pairings: Ideal for burgers, grilled meats, chicken, steaks, tacos, and even breakfast items like omelets.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-05-09133352.png?v=1778319467,Intermex UAE,false,false,exact,Cholula Original Chipotle Hot Sauce 150ml,https://intermexuae.com/products/cholula-original-chipotle-hot-sauce,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
b6191525-b140-44c5-8462-2cb15bab6661,CMX-WHITE-CORN-WITH-EPAZOTE-ESQUITE-NATURAL-CON-EPAZOTE-1KG,(White Corn with Epazote) Esquite Natural Con Epazote 1kg,masa,45.50,50,"Esquite natural con epazote is a traditional Mexican street food snack consisting of fresh corn kernels boiled or simmered in water with fresh epazote herbs, salt. Delicious with mayonnaise, hot sauce, chili powder, lime and salt. Available from Corner Mex for delivery in Dubai, Abu Dhabi and across the UAE.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-05-09133302.png?v=1778319224,Intermex UAE,false,false,exact,(White Corn with Epazote) Esquite Natural Con Epazote 1kg,https://intermexuae.com/products/esquite-natural-con-epazote-1kg,Direct Intermex catalog row matched to CornerMex seed candidate. Founder review required before activation.
,CMX-CHOLULA-CHILLI-LIME-HOT-SAUCE,Cholula Original Chilli Lime Hot Sauce,,20.90,50,"Flavor Profile : Combines the bright essence of limes with a blend of arbol and piquin chili peppers . Heat Level : Mild Dietary Features : It is gluten-free, fat-free and contains no artificial flavors. Versatility : Beyond traditional Mexican dishes, it is popular on eggs, grilled meats, and even in cocktails like Bloody Marys.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-05-09132454.png?v=1778318892,Intermex UAE,false,false,exact,Cholula Original Chilli Lime Hot Sauce,https://intermexuae.com/products/cholula-original-chilli-lime-hot-sauce,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
073bbc70-62c9-4d17-8648-52b34f358f02,CMX-RED-SAUCE-SALSA-PICANTE-ROJA-120ML-YUCATECO,"Red Sauce (Salsa Picante Roja) 120ml, Yucateco",salsas,18.10,50,"El Yucateco’s Red Habanero Hot Sauce is elaborated with our classic recipe, based on habanero peppers, red tomatoes and a selection of fine spices and seasonings. Available from Corner Mex for delivery in Dubai, Abu Dhabi and across the UAE.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-05-09130249.png?v=1778317417,My Store,false,false,exact,"Red Sauce (Salsa Picante Roja) 120ml, Yucateco",https://intermexuae.com/products/salsa-picante-roja-120ml-yucateco,Direct Intermex catalog row matched to CornerMex seed candidate. Founder review required before activation.
f43fee1b-1bf0-43aa-a11f-b8406f512c9f,CMX-HOT-GREEN-SAUCE-SALSA-PICANTE-GREEN-CHILE-HABANERO-120ML,"Hot Green Sauce (Salsa Picante Green chile Habanero) 120ml, Yucateco",salsas,18.10,50,"El Yucateco Salsa Picante de Chile Habanero is a line of authentic Mexican hot sauces known for their bold heat and rich flavor profiles based on habanero peppers . Available from Corner Mex for delivery in Dubai, Abu Dhabi and across the UAE.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-05-09125942.png?v=1778317252,My Store,false,false,exact,"Hot Green Sauce (Salsa Picante Green chile Habanero) 120ml, Yucateco",https://intermexuae.com/products/salsa-picante-chile-habanero-120ml-yucateco,Direct Intermex catalog row matched to CornerMex seed candidate. Founder review required before activation.
,CMX-BLACK-SAUCE-SALSA-PICANTE-NEGRA-120ML-YUCATECO,"Black Sauce (Salsa Picante Negra) 120ml, Yucateco",,18.10,50,"Grilled Meats: Enhancing the char on steaks, burgers, and brisket. Hearty Dishes: Adding depth to stews, chili, or roasted vegetables. Seafood: A favorite for tuna tostadas or shrimp tacos. Breakfast: Drizzled over eggs for a savory, smoky kick.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-05-09125447.png?v=1778316927,Intermex UAE,false,false,exact,"Black Sauce (Salsa Picante Negra) 120ml, Yucateco",https://intermexuae.com/products/salsa-picante-negra-120ml-yucateco,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-MARUCHAN-INSTANT-NOODLES,Maruchan (Instant Noodles),,14.30,50,Delicious Instant Noodles with Shrimp and Chili Piquin. Your Lunch in minutes.,https://cdn.shopify.com/s/files/1/0642/6725/5904/files/MaruchanShrimpwithPiquinChile.jpg?v=1777981596,Intermex UAE,false,false,exact,Maruchan (Instant Noodles),https://intermexuae.com/products/maruchan,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-HUNGRY-GURU-OF-12,Hungry Guru pack of 12,,64.80,50,Made with corn and salt only Naturally gluten-free Vegan and low in fat Non-GMO 5 crackers or fewer than 120 calories pack of 12 packets,https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-04-09141948.png?v=1775730044,Intermex UAE,false,false,exact,Hungry Guru pack of 12,https://intermexuae.com/products/hungry-guru-pack-of-12,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-HOMESTYLE-LA-COSTEN-475GM,Homestyle La Costen 475gm,,22.00,50,"A classic, fire-roasted flavor straight from the Mexican kitchen. La Costeña Salsa Casera Mexicana (Tatemada) is made with roasted tomatoes, onions, and chilies to give you that authentic, homemade taste. A must-have for tacos, eggs, or grilled meats. 🌶️ Brand: La Costeña 🌶️ Roasted tomato-based Mexican-style salsa 🌶️ Medium heat with a smoky, homemade flavor 🌶️ Ideal for topping tacos, eggs, grilled chicken or steak",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-03-10132613.png?v=1773134790,Intermex UAE,false,false,exact,Homestyle La Costen 475gm,https://intermexuae.com/products/homestyle-la-costen-475gm,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
444ed887-7551-4641-9d2b-71c7f95a447e,CMX-LA-COSTENA-GREEN-SALSA-475GM,La Costeña Green Salsa 475gm,salsas,22.00,50,"La Costeña Green Salsa (475g) offers fresh, tangy flavor with balanced heat for a wide range of dishes. Available from Corner Mex for delivery in Dubai, Abu Dhabi and across the UAE.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/greensalsa.jpg?v=1767442571,Intermex UAE,false,false,exact,La Costeña Green Salsa 475gm,https://intermexuae.com/products/la-costena-green-salsa,Direct Intermex catalog row matched to CornerMex seed candidate. Founder review required before activation.
,CMX-WHOLE-GREEN-TOMATILLO-2-8KG-SAN-MARCO,Whole Green Tomatillo 2.8kg San Marco,,39.00,50,"Whole green tomatillos with a fresh, tangy flavour, perfect for making traditional salsa verde, sauces, and Mexican dishes. Ready to use and preserved for consistent quality and authentic taste.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-04-09131949.png?v=1775726533,Intermex UAE,false,false,exact,Whole Green Tomatillo 2.8kg San Marco,https://intermexuae.com/products/whole-green-tomatillo-2-8kg-san-marco,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
7d1cb3ad-56e5-458b-b87a-24f39a6635e4,CMX-JARRITOS-FRUIT-PUNCH-DRINK-370ML,Jarritos Fruit Punch Drink 370ML,beverages,12.00,50,"Jarritos Fruit Punch is a classic Mexican soda made with real cane sugar and natural flavors. Size: 12.5 fl oz (370 mL) Packaging: Glass bottle Sweetened with cane sugar Tip: Chill well and serve over ice for maximum refreshment. Available from Corner Mex for delivery in Dubai, Abu Dhabi and across the UAE.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-04-04145005.png?v=1775299860,Intermex UAE,false,false,exact,Jarritos Fruit Punch Drink 370ML,https://intermexuae.com/products/jarritos-fruit-punch-drink-370ml,Direct Intermex catalog row matched to CornerMex seed candidate. Founder review required before activation.
1dd674c6-e83c-4701-9f3f-61243af71635,CMX-JARRITOS-STRAWBERRY-DRINK-370ML,Jarritos Strawberry Drink 370ML,beverages,12.00,50,"Jarritos Strawberry is a classic Mexican soda made with real cane sugar and natural flavors. Size: 12.5 fl oz (370 mL) Packaging: Glass bottle Sweetened with cane sugar Tip: Chill well and serve over ice for maximum refreshment. Available from Corner Mex for delivery in Dubai, Abu Dhabi and across the UAE.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-04-04143649.png?v=1775299714,Intermex UAE,false,false,exact,Jarritos Strawberry Drink 370ML,https://intermexuae.com/products/jarritos-strawberry-drink-370ml,Direct Intermex catalog row matched to CornerMex seed candidate. Founder review required before activation.
a187f1f0-b9e2-4e5e-8aba-27dab78e468a,CMX-JARRITOS-GRAPEFRUIT-DRINK-370ML,Jarritos Grapefruit Drink 370ML,beverages,12.00,50,"Jarritos Grape fruit is a classic Mexican soda made with real cane sugar and natural flavors. Size: 12.5 fl oz (370 mL) Packaging: Glass bottle Sweetened with cane sugar Tip: Chill well and serve over ice for maximum refreshment. Available from Corner Mex for delivery in Dubai, Abu Dhabi and across the UAE.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-04-04143553.png?v=1775299532,Intermex UAE,false,false,exact,Jarritos Grapefruit Drink 370ML,https://intermexuae.com/products/jarritos-grape-friut-drink-370ml,Direct Intermex catalog row matched to CornerMex seed candidate. Founder review required before activation.
61c81f67-4cc2-494a-8017-4fa527ffaaf7,CMX-JARRITOS-LIME-DRINK-370ML,Jarritos Lime Drink 370ML,beverages,12.00,50,"Jarritos LIME is a classic Mexican soda made with real cane sugar and natural flavors. Size: 12.5 fl oz (370 mL) Packaging: Glass bottle Sweetened with cane sugar Tip: Chill well and serve over ice for maximum refreshment. Available from Corner Mex for delivery in Dubai, Abu Dhabi and across the UAE.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-04-04144309.png?v=1775299409,Intermex UAE,false,false,exact,Jarritos Lime Drink 370ML,https://intermexuae.com/products/jarritos-lime-drink-370ml,Direct Intermex catalog row matched to CornerMex seed candidate. Founder review required before activation.
9daebd79-0c8b-448d-8446-05767eddeaca,CMX-JARRITOS-GUAVA-DRINK-370ML,Jarritos Guava Drink 370ML,beverages,12.00,50,"Jarritos Guava is a classic Mexican soda made with real cane sugar and natural flavors. Size: 12.5 fl oz (370 mL) Packaging: Glass bottle Sweetened with cane sugar Tip: Chill well and serve over ice for maximum refreshment. Available from Corner Mex for delivery in Dubai, Abu Dhabi and across the UAE.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-04-04143701.png?v=1775299261,Intermex UAE,false,false,exact,Jarritos Guava Drink 370ML,https://intermexuae.com/products/jarritos-guava-drink-370ml,Direct Intermex catalog row matched to CornerMex seed candidate. Founder review required before activation.
41ff32b6-2fa7-446e-8a18-d01bae6491c8,CMX-JARRITOS-COLA-DRINK-370ML,Jarritos Mexican Cola Drink 370ML,beverages,12.00,50,"Jarritos Mexican Cola is a classic Mexican soda made with real cane sugar and natural flavors and perfect served ice-cold. Size: 12.5 fl oz (370 mL) Packaging: Glass bottle Sweetened with cane sugar Tip: Chill well and serve over ice for maximum refreshment. Available from Corner Mex for delivery in Dubai, Abu Dhabi and across the UAE.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-04-04143735.png?v=1775299162,Intermex UAE,false,false,exact,Jarritos Mexican Cola Drink 370ML,https://intermexuae.com/products/jarritos-mexican-cola-370ml,Direct Intermex catalog row matched to CornerMex seed candidate. Founder review required before activation.
907388d6-68ac-4271-9689-8fd3abb5e457,CMX-JARRITOS-MANDARIN-DRINK-370ML,Jarritos Mandarin Drink 370ML,beverages,12.00,50,INTERMEXUAE Made with real fruit flavors Authentic Mexican soft drink Bright and refreshing mandarin flavor Perfect for parties and gatherings Ideal for those who enjoy unique and exotic sodas.,https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-04-04143314.png?v=1775298871,Intermex UAE,false,false,exact,Jarritos Mandarin Drink 370ML,https://intermexuae.com/products/jarritos-mandarin-drink-370ml,Direct Intermex catalog row matched to CornerMex seed candidate. Founder review required before activation.
47fde3f7-4e32-4b4a-ad21-b07293268e43,CMX-JARRITOS-PINEAPPLE-DRINK-370ML,Jarritos Pineapple Drink 370ML,beverages,12.00,50,"Jarritos Pineapple is a classic Mexican soda made with real cane sugar and natural flavors. Crisp, bubbly, and perfect served ice-cold. Size: 12.5 fl oz (370 mL) Packaging: Glass bottle Sweetened with cane sugar Tip: Chill well and serve over ice for maximum refreshment. Available from Corner Mex for delivery in Dubai, Abu Dhabi and across the UAE.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-04-04143120.png?v=1775298694,Intermex UAE,false,false,exact,Jarritos Pineapple Drink 370ML,https://intermexuae.com/products/jarritos-pineapple-drink-370ml,Direct Intermex catalog row matched to CornerMex seed candidate. Founder review required before activation.
,CMX-HUNGRY-GURU-OF-6-35G,Hungry Guru Pack of 6 (35G),,33.60,50,Made with corn and salt only Naturally gluten-free Vegan and low in fat Non-GMO 5 crackers or fewer than 120 calories,https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-04-09142253.png?v=1775730189,Intermex UAE,false,false,exact,Hungry Guru Pack of 6 (35G),https://intermexuae.com/products/hungary-guru-pack-of-6-35g,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-HUNGRY-GURU-OF-3-35G,Hungry Guru Pack of 3 (35g),,17.40,50,Made with corn and salt only Naturally gluten-free Vegan and low in fat Non-GMO 5 crackers or fewer than 120 calories,https://cdn.shopify.com/s/files/1/0642/6725/5904/files/WhatsAppImage2026-03-31at2.11.46PM_2.jpg?v=1774960375,Intermex UAE,false,false,exact,Hungry Guru Pack of 3 (35g),https://intermexuae.com/products/hungary-guru-pack-of-3-35gm,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-HUNGRY-GURU-35G,Hungry Guru 35g,,5.80,50,Made with corn and salt only Naturally gluten-free Vegan and low in fat Non-GMO 5 crackers or fewer than 120 calories,https://cdn.shopify.com/s/files/1/0642/6725/5904/files/WhatsAppImage2026-03-30at3.38.11PM.jpg?v=1774871249,Intermex UAE,false,false,exact,Hungry Guru 35g,https://intermexuae.com/products/hungary-guru-35g,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-NIXTAMALIZED-OMALLI-CORN-FLOUR-1KG,Nixtamalized Omalli corn flour 1kg,,30.00,50,"Omalli delivers premium nixtamalized corn flour made from select maize, fortified with essential nutrients to support both health and tradition. 🌽 1 kg packaging – ideal for restaurants, taquerías, and large-scale use 🌽 Fortified with folic acid, iron, zinc, and B vitamins (B1, B2, B3) 🌽 Perfect for preparing authentic tortillas, tamales, and masa-based dishes 🌽 Made from nixtamalized maize for richer flavor and better texture 🌽 Naturally gluten-free",,Intermex UAE,false,false,exact,Nixtamalized Omalli corn flour 1kg,https://intermexuae.com/products/nixtamalized-omalli-corn-flour-1kg,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
bbfab19e-70e2-4fb7-bb99-86b6b05c239f,CMX-CHAMOY-SAUCE-EL-CHILERITO-355ML,"Chamoy Sauce, El Chilerito 355ml",salsas,14.30,50,"Size: 330 ML Sweet, sour, spicy, the holy trinity of Mexican flavor in a bottle. Salsa Chamoy 355ml is a bold and tangy chamoy sauce perfect for drizzling on fruit, snacks, and even cocktails. It’s the ultimate party essential! 🌶️ Brand: El Chilerito 🌶️ Sweet, tangy, and mildly spicy 🌶️ Classic chamoy made for fruit, chips, and drinks 🌶️ Loved for micheladas, mangonadas, and candy dips 🌶️ 355ml bottle – perfect for sharing or stocking up. Available from Corner Mex for delivery in Dubai, Abu Dhabi and across the UAE.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-05-11151033.png?v=1778497929,Intermex UAE,false,false,exact,"Chamoy Sauce, El Chilerito 355ml",https://intermexuae.com/products/chamoy-sauce-330ml-intermex,Direct Intermex catalog row matched to CornerMex seed candidate. Founder review required before activation.
,CMX-APRICOT-IN-SYRUP-820G,Apricot in syrup 820g,,25.00,50,"La Costeña Whole Apricot in Syrup (800g) deliver a sweet, tropical flavor ideal for desserts and baking.",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-03-10131715.png?v=1773134333,Intermex UAE,false,false,exact,Apricot in syrup 820g,https://intermexuae.com/products/apricot-in-syrup-820g,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-WHOLE-BLACK-BEANS-560G-COSTENA,Whole Black Beans 560g Costena,,14.50,50,"A staple in Mexican kitchens, La Sierra brings you perfectly cooked whole black beans (frijoles negros enteros) ready to heat and enjoy. Whether as a side, in soups, or part of your favorite burrito, these beans are rich in flavor and nutrition. 🫘 Traditional whole black beans 🍽️ Ideal for tacos, soups, rice dishes &amp; more 🥄 Ready-to-eat – no soaking or cooking required 📦 560g can – great for families or food service 🇲🇽 Product of Mexico",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-03-10131531.png?v=1773134145,Intermex UAE,false,false,exact,Whole Black Beans 560g Costena,https://intermexuae.com/products/whole-black-beans-560g-costena,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-NACHOS-JALAPENO-2-8KG-COSTENA,Nachos jalapeno 2.8kg Costena,,40.00,50,"Add some heat to your plate with La Costeña’s signature nacho-sliced jalapeños. Crunchy, tangy, and fiery enough to kick your tacos, burgers, and quesadillas up a notch. 🌶️ Crisp jalapeño slices pickled to perfection 🌶️ Ready to serve, perfect for nachos, tacos &amp; more 🌶️ Balanced heat with bold Mexican flavor 🌶️ 440g jar, pantry must-have for spice lovers",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-03-10130853.png?v=1773133850,Intermex UAE,false,false,exact,Nachos jalapeno 2.8kg Costena,https://intermexuae.com/products/nachos-jalapeno-2-8kg-costena,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-RICE-MORELO-1KG-VALLE-VERDE,Rice Morelo 1kg valle verde,,19.00,50,"Enriched Long Grain Mexican Rice, Dry Arroz Pantry Staple for Sides and Meals, Non Perishable Food",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-03-10130306.png?v=1773133503,Intermex UAE,false,false,exact,Rice Morelo 1kg valle verde,https://intermexuae.com/products/rice-morelo-1kg-valle-verde,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
,CMX-TAJIN-CLASSICO-SEASONING-400GM,Tajin Classico Seasoning 400gm,,33.50,50,"FLAVORFUL INGREDIENTS: Tajin Clasico Seasoning is made from a unique blend of 100% natural chili peppers, lime, and sea salt that brings out the flavo Packed with a host of goodness Formulated with care This product comes in a safe and proper packaging",https://cdn.shopify.com/s/files/1/0642/6725/5904/files/Screenshot2026-03-10125441.png?v=1773133023,Intermex UAE,false,false,exact,Tajin Classico Seasoning 400gm,https://intermexuae.com/products/tajin-classico-seasoning-400gm,Direct Intermex catalog row not present in original CornerMex CSV. Founder review required before import/activation.
